iter	Accuracy	MultiClass
0	0.4432609586	1.096784623
1	0.4600573535	1.094302894
2	0.4567800082	1.092561953
3	0.4555510037	1.090742533
4	0.45637034	1.088879936
5	0.45637034	1.087220403
6	0.4543219992	1.085547372
7	0.4518639902	1.084052972
8	0.4559606719	1.082187322
9	0.4547316673	1.080682979
10	0.4604670217	1.0789753
11	0.4596476854	1.077487623
12	0.4596476854	1.076190012
13	0.4608766899	1.074858951
14	0.4608766899	1.073569174
15	0.4616960262	1.072340537
16	0.4616960262	1.07093541
17	0.461286358	1.069634993
18	0.4604670217	1.06858307
19	0.4600573535	1.067353267
20	0.4604670217	1.066394649
21	0.4604670217	1.065659411
22	0.4604670217	1.064988855
23	0.4600573535	1.064289495
24	0.4608766899	1.063531587
25	0.4604670217	1.062868775
26	0.4600573535	1.061635046
27	0.4604670217	1.060701564
28	0.4600573535	1.059869352
29	0.4600573535	1.058878476
30	0.4596476854	1.058062932
31	0.4608766899	1.05685687
32	0.4608766899	1.056003347
33	0.4608766899	1.055187629
34	0.4604670217	1.054569255
35	0.4608766899	1.053723316
36	0.4604670217	1.053076827
37	0.4604670217	1.05227951
38	0.4604670217	1.051804768
39	0.4608766899	1.051341956
40	0.4600573535	1.050623707
41	0.4600573535	1.049798269
42	0.4600573535	1.049238763
43	0.4600573535	1.048466002
44	0.4600573535	1.047848306
45	0.4600573535	1.047246087
46	0.4596476854	1.046783206
47	0.4600573535	1.046228158
48	0.4600573535	1.04568039
49	0.4596476854	1.045155875
50	0.4596476854	1.044512946
51	0.4596476854	1.043889476
52	0.4604670217	1.043449975
53	0.4600573535	1.042933508
54	0.4600573535	1.042569735
55	0.4600573535	1.04209952
56	0.4608766899	1.041537187
57	0.461286358	1.041213074
58	0.4608766899	1.040884697
59	0.4608766899	1.040461963
60	0.4604670217	1.040019611
61	0.4600573535	1.039350725
62	0.4600573535	1.038895878
63	0.4604670217	1.038466417
64	0.4604670217	1.038145819
65	0.4608766899	1.037789343
66	0.4608766899	1.037488587
67	0.4604670217	1.036959987
68	0.4604670217	1.036599109
69	0.4604670217	1.036229862
70	0.4600573535	1.035813128
71	0.4600573535	1.03550934
72	0.4604670217	1.034967591
73	0.4608766899	1.034502986
74	0.4608766899	1.034074685
75	0.4604670217	1.033346111
76	0.4608766899	1.03286531
77	0.4608766899	1.032528012
78	0.4608766899	1.032223369
79	0.4608766899	1.031883278
80	0.4608766899	1.031547843
81	0.4608766899	1.031084409
82	0.461286358	1.030775382
83	0.461286358	1.030455603
84	0.461286358	1.029918056
85	0.4637443671	1.02948023
86	0.4637443671	1.029072793
87	0.4637443671	1.028680842
88	0.4633346989	1.028348544
89	0.4633346989	1.028185587
90	0.4633346989	1.02778272
91	0.4641540352	1.027298875
92	0.4637443671	1.026726193
93	0.4645637034	1.02646954
94	0.4653830397	1.026051633
95	0.4657927079	1.025676415
96	0.4657927079	1.025433606
97	0.4657927079	1.025064973
98	0.4670217124	1.02440685
99	0.4674313806	1.023955769
100	0.4670217124	1.023587626
101	0.4666120442	1.022987469
102	0.4670217124	1.022567357
103	0.4670217124	1.02241106
104	0.4674313806	1.022029465
105	0.4674313806	1.021712229
106	0.4678410488	1.021536147
107	0.4674313806	1.021213446
108	0.4678410488	1.020666613
109	0.4678410488	1.020400003
110	0.4686603851	1.020086185
111	0.4690700533	1.019822398
112	0.4698893896	1.019724101
113	0.4707087259	1.019461152
114	0.4707087259	1.019301751
115	0.4707087259	1.01901644
116	0.4707087259	1.018676681
117	0.4711183941	1.018506917
118	0.4702990578	1.01809942
119	0.4707087259	1.01774409
120	0.4711183941	1.017339563
121	0.4707087259	1.017116335
122	0.4711183941	1.016803553
123	0.4711183941	1.016410724
124	0.4719377304	1.016107026
125	0.4719377304	1.01590436
126	0.4727570668	1.015563993
127	0.4743957395	1.015306865
128	0.4752150758	1.014917307
129	0.475624744	1.014298654
130	0.4760344121	1.014017771
131	0.4760344121	1.01368609
132	0.4768537485	1.013430422
133	0.4772634166	1.013229233
134	0.4772634166	1.012728072
135	0.4764440803	1.01218318
136	0.4768537485	1.01196239
137	0.4789020893	1.011567971
138	0.4793117575	1.011370134
139	0.4797214256	1.011081632
140	0.480540762	1.010775731
141	0.4809504302	1.010369454
142	0.4813600983	1.009934558
143	0.4813600983	1.009500552
144	0.4809504302	1.009133227
145	0.4821794347	1.008862903
146	0.482998771	1.008542242
147	0.4825891028	1.008351026
148	0.4825891028	1.007867454
149	0.4825891028	1.00759969
150	0.482998771	1.007294969
151	0.4834084392	1.007037755
152	0.482998771	1.006695278
153	0.482998771	1.006351077
154	0.4838181073	1.00613633
155	0.4838181073	1.005755714
156	0.4838181073	1.005364792
157	0.4846374437	1.005135993
158	0.4850471118	1.004908102
159	0.4850471118	1.004532044
160	0.4846374437	1.00430438
161	0.4846374437	1.004258023
