iter	Passed	Remaining
0	4	4472
1	9	4269
2	12	3880
3	15	3698
4	19	3638
5	22	3513
6	26	3485
7	29	3455
8	33	3458
9	37	3417
10	40	3393
11	44	3378
12	47	3341
13	50	3324
14	54	3324
15	58	3339
16	61	3306
17	64	3289
18	68	3295
19	72	3292
20	77	3352
21	80	3334
22	84	3332
23	88	3359
24	93	3401
25	98	3429
26	108	3620
27	111	3599
28	114	3570
29	118	3544
30	121	3522
31	124	3490
32	127	3470
33	130	3444
34	133	3422
35	137	3402
36	140	3402
37	144	3395
38	147	3377
39	151	3363
40	154	3343
41	157	3331
42	160	3307
43	163	3284
44	166	3272
45	169	3261
46	173	3263
47	177	3261
48	180	3253
49	184	3253
50	188	3246
51	191	3239
52	195	3234
53	199	3230
54	202	3223
55	206	3220
56	209	3210
57	213	3211
58	217	3205
59	221	3209
60	225	3214
61	229	3217
62	234	3222
63	238	3220
64	243	3236
65	247	3244
66	252	3247
67	256	3248
68	259	3240
69	263	3238
70	267	3235
71	271	3229
72	274	3226
73	278	3217
74	281	3211
75	286	3221
76	290	3218
77	294	3218
78	297	3209
79	302	3214
80	306	3210
81	309	3204
82	314	3210
83	318	3211
84	322	3201
85	325	3194
86	328	3187
87	332	3185
88	335	3174
89	338	3162
90	343	3164
91	346	3155
92	349	3147
93	353	3146
94	357	3142
95	361	3143
96	365	3140
97	368	3130
98	371	3121
99	375	3114
100	378	3107
101	382	3108
102	386	3099
103	389	3093
104	392	3086
105	396	3082
106	400	3078
107	403	3074
108	407	3067
109	411	3066
110	415	3065
111	419	3062
112	423	3063
113	427	3058
114	430	3050
115	433	3043
116	437	3036
117	440	3029
118	443	3021
119	449	3031
120	452	3027
121	457	3029
122	464	3050
123	476	3094
124	484	3120
125	489	3121
126	493	3118
127	497	3116
128	502	3117
129	506	3116
130	511	3118
131	516	3119
132	520	3116
133	524	3112
134	527	3106
135	531	3103
136	536	3104
137	540	3099
138	545	3103
139	549	3101
140	553	3096
141	558	3100
142	563	3100
143	567	3095
144	572	3099
145	575	3092
146	580	3092
147	584	3089
148	590	3095
149	595	3098
150	601	3103
151	607	3110
152	612	3109
153	617	3109
154	623	3119
155	629	3121
156	633	3119
157	638	3117
158	643	3119
159	647	3117
160	653	3123
161	657	3118
162	662	3116
163	667	3119
164	672	3119
165	677	3119
166	681	3115
167	688	3121
168	693	3123
169	699	3125
170	705	3129
171	710	3131
172	715	3131
173	720	3130
174	726	3133
175	730	3130
176	734	3122
177	737	3116
178	741	3112
179	746	3111
180	750	3105
181	754	3100
182	760	3103
183	764	3101
184	770	3101
185	775	3101
186	779	3098
187	783	3093
188	788	3091
189	791	3083
190	796	3081
191	800	3076
192	804	3071
193	808	3065
194	811	3059
195	815	3054
196	820	3053
197	824	3048
198	828	3044
199	832	3038
200	837	3037
201	841	3031
202	844	3024
203	849	3022
204	854	3021
205	858	3015
206	862	3012
207	866	3008
208	870	3004
209	874	2999
210	878	2994
211	882	2989
212	886	2983
213	890	2979
214	894	2976
215	898	2971
216	902	2966
217	906	2960
218	910	2954
219	915	2954
220	919	2950
221	923	2945
222	927	2941
223	931	2935
224	934	2929
225	938	2923
226	943	2922
227	948	2919
228	952	2914
229	957	2914
230	968	2929
231	977	2942
232	983	2942
233	988	2940
234	992	2936
235	996	2930
236	1000	2926
237	1004	2919
238	1008	2914
239	1011	2909
240	1016	2905
241	1019	2899
242	1024	2896
243	1028	2890
244	1032	2886
245	1036	2882
246	1040	2878
247	1044	2873
248	1049	2870
249	1054	2868
250	1060	2867
251	1064	2865
252	1070	2863
253	1075	2862
254	1079	2858
255	1083	2851
256	1087	2848
257	1091	2843
258	1095	2839
259	1099	2834
260	1105	2833
261	1108	2826
262	1112	2821
263	1116	2815
264	1120	2811
265	1124	2806
266	1128	2801
267	1131	2794
268	1135	2790
269	1140	2787
270	1143	2781
271	1147	2775
272	1151	2771
273	1155	2765
274	1158	2759
275	1162	2754
276	1166	2749
277	1170	2745
278	1175	2742
279	1179	2737
280	1184	2736
281	1188	2732
282	1193	2728
283	1199	2729
284	1204	2726
285	1209	2722
286	1212	2717
287	1216	2712
288	1220	2707
289	1224	2701
290	1228	2697
291	1232	2693
292	1236	2689
293	1240	2682
294	1244	2678
295	1247	2672
296	1251	2667
297	1255	2662
298	1259	2657
299	1263	2652
300	1267	2647
301	1271	2643
302	1275	2639
303	1278	2633
304	1282	2628
305	1286	2623
306	1289	2617
307	1293	2613
308	1298	2609
309	1302	2604
310	1305	2598
311	1310	2594
312	1314	2590
313	1319	2588
314	1323	2584
315	1327	2580
316	1331	2574
317	1335	2570
318	1339	2565
319	1342	2559
320	1346	2554
321	1350	2549
322	1353	2544
323	1357	2538
324	1360	2533
325	1364	2528
326	1368	2523
327	1372	2519
328	1376	2513
329	1379	2508
330	1383	2504
331	1387	2499
332	1398	2507
333	1410	2517
334	1415	2514
335	1419	2509
336	1424	2506
337	1428	2502
338	1432	2498
339	1436	2492
340	1439	2486
341	1443	2482
342	1448	2478
343	1452	2473
344	1456	2469
345	1460	2464
346	1464	2460
347	1468	2455
348	1471	2449
349	1474	2443
350	1478	2439
351	1482	2434
352	1485	2428
353	1489	2423
354	1493	2418
355	1496	2413
356	1502	2411
357	1506	2407
358	1511	2403
359	1516	2400
360	1519	2395
361	1523	2389
362	1527	2386
363	1531	2381
364	1534	2376
365	1539	2371
366	1542	2367
367	1547	2362
368	1551	2359
369	1555	2354
370	1559	2349
371	1562	2343
372	1566	2338
373	1570	2335
374	1574	2330
375	1579	2327
376	1583	2322
377	1587	2317
378	1591	2313
379	1595	2309
380	1599	2304
381	1603	2299
382	1606	2294
383	1610	2290
384	1614	2285
385	1617	2279
386	1621	2274
387	1624	2269
388	1628	2264
389	1631	2259
390	1636	2255
391	1639	2250
392	1644	2247
393	1648	2242
394	1653	2238
395	1658	2236
396	1665	2236
397	1671	2233
398	1675	2229
