iter	Passed	Remaining
0	5	4949
1	8	3798
2	11	3411
3	13	3188
4	17	3184
5	19	3051
6	22	2949
7	25	2963
8	28	2958
9	32	2954
10	35	2992
11	39	3007
12	43	3040
13	46	3071
14	50	3096
15	54	3122
16	57	3113
17	61	3113
18	65	3127
19	68	3130
20	72	3133
21	75	3133
22	79	3149
23	82	3132
24	86	3128
25	90	3136
26	93	3142
27	97	3136
28	101	3151
29	105	3175
30	109	3171
31	115	3241
32	119	3239
33	123	3265
34	128	3283
35	131	3269
36	135	3274
37	139	3267
38	142	3266
39	146	3270
40	150	3269
41	154	3269
42	158	3276
43	162	3274
44	166	3275
45	169	3265
46	174	3273
47	177	3263
48	181	3257
49	185	3261
50	189	3265
51	193	3262
52	196	3248
53	200	3252
54	204	3251
55	207	3241
56	210	3230
57	214	3227
58	218	3232
59	223	3243
60	227	3244
61	231	3242
62	235	3240
63	239	3239
64	243	3234
65	246	3229
66	250	3224
67	255	3233
68	259	3241
69	263	3238
70	267	3234
71	270	3228
72	274	3219
73	277	3214
74	281	3208
75	285	3205
76	289	3210
77	293	3205
78	297	3204
79	301	3202
80	304	3194
81	308	3190
82	312	3187
83	316	3185
84	320	3184
85	324	3181
86	327	3174
87	330	3166
88	334	3160
89	338	3161
90	342	3157
91	346	3158
92	350	3152
93	354	3153
94	358	3148
95	361	3139
96	365	3135
97	368	3127
98	371	3117
99	374	3110
100	378	3105
101	382	3101
102	385	3092
103	388	3086
104	391	3078
105	395	3077
106	399	3071
107	403	3069
108	406	3062
109	410	3057
110	414	3055
111	417	3050
112	421	3046
113	426	3050
114	430	3054
115	434	3052
116	445	3097
117	454	3129
118	460	3140
119	464	3135
120	467	3128
121	472	3129
122	477	3131
123	480	3123
124	484	3119
125	487	3111
126	491	3108
127	495	3102
128	499	3099
129	502	3093
130	507	3092
131	510	3083
132	514	3080
133	517	3075
134	522	3076
135	527	3080
136	531	3078
137	536	3077
138	539	3070
139	543	3066
140	546	3059
141	551	3060
142	556	3060
143	560	3057
144	563	3053
145	566	3044
146	570	3040
147	575	3040
148	580	3043
149	585	3042
150	590	3044
151	593	3039
152	598	3041
153	603	3039
154	606	3034
155	610	3028
156	615	3028
157	618	3023
158	621	3015
159	626	3016
160	630	3012
161	635	3012
162	639	3007
163	643	3005
164	647	3001
165	652	3001
166	657	3006
167	663	3009
168	671	3022
169	675	3019
170	680	3018
171	684	3015
172	688	3014
173	695	3021
174	699	3017
175	702	3009
176	706	3006
177	710	3002
178	714	2998
179	718	2993
180	722	2988
181	726	2987
182	731	2986
183	736	2988
184	741	2985
185	746	2984
186	752	2988
187	758	2992
188	764	2995
189	769	2997
190	774	2994
191	778	2993
192	783	2992
193	788	2990
194	791	2984
195	796	2984
196	801	2982
197	805	2978
198	809	2973
199	814	2972
200	819	2970
201	823	2969
202	827	2964
203	831	2960
204	835	2954
205	841	2957
206	847	2959
207	851	2955
208	856	2953
209	860	2948
210	863	2942
211	867	2937
212	871	2932
213	875	2929
214	880	2929
215	884	2924
216	889	2924
217	893	2919
218	898	2917
219	903	2916
220	908	2914
221	913	2913
222	917	2909
223	921	2905
224	925	2900
225	929	2895
226	934	2892
227	937	2887
228	941	2881
229	945	2877
230	950	2876
231	955	2874
232	960	2873
233	967	2876
234	972	2877
235	978	2876
236	982	2871
237	985	2866
238	990	2863
239	994	2858
240	998	2854
241	1001	2848
242	1005	2843
243	1010	2841
244	1015	2839
245	1020	2838
246	1025	2834
247	1030	2832
248	1034	2828
249	1038	2823
250	1042	2820
251	1048	2821
252	1052	2816
253	1057	2815
254	1062	2811
255	1066	2806
256	1070	2802
257	1073	2796
258	1077	2790
259	1080	2785
260	1084	2780
261	1089	2777
262	1093	2773
263	1097	2768
264	1101	2765
265	1105	2759
266	1109	2756
267	1114	2751
268	1118	2747
269	1122	2744
270	1127	2741
271	1130	2735
272	1134	2731
273	1140	2729
274	1144	2725
275	1149	2724
276	1155	2723
277	1159	2719
278	1163	2715
279	1168	2712
280	1172	2708
281	1176	2702
282	1179	2696
283	1183	2692
284	1187	2686
285	1191	2682
286	1195	2677
287	1199	2672
288	1203	2668
289	1207	2664
290	1211	2660
291	1215	2654
292	1219	2650
293	1223	2646
294	1227	2641
295	1230	2636
296	1234	2630
297	1238	2625
298	1242	2621
299	1247	2618
300	1258	2630
301	1268	2636
302	1276	2641
303	1280	2637
304	1285	2635
305	1290	2630
306	1296	2630
307	1300	2626
308	1304	2622
309	1308	2617
310	1312	2612
311	1317	2608
312	1321	2605
313	1326	2603
314	1330	2598
315	1334	2593
316	1339	2590
317	1343	2586
318	1347	2581
319	1351	2576
320	1355	2570
321	1358	2564
322	1362	2560
323	1366	2555
324	1369	2550
325	1373	2544
326	1377	2539
327	1380	2534
328	1384	2529
329	1389	2526
330	1394	2524
331	1401	2523
332	1405	2519
333	1410	2517
334	1414	2512
335	1418	2508
336	1422	2503
337	1426	2498
338	1429	2492
339	1433	2487
340	1437	2483
341	1441	2478
342	1446	2476
343	1451	2472
344	1456	2469
345	1461	2467
346	1466	2464
347	1471	2460
348	1476	2457
349	1480	2453
350	1485	2450
351	1489	2446
352	1494	2442
353	1498	2437
354	1502	2433
355	1506	2429
356	1510	2425
357	1514	2420
358	1518	2415
359	1523	2412
360	1529	2410
361	1533	2406
362	1538	2403
363	1543	2400
364	1548	2397
365	1554	2395
366	1559	2391
367	1563	2388
368	1569	2386
369	1574	2382
370	1577	2377
371	1581	2372
372	1586	2368
373	1590	2364
374	1594	2359
375	1597	2354
376	1601	2349
377	1605	2344
378	1609	2340
379	1613	2335
380	1617	2331
381	1622	2327
382	1626	2323
383	1630	2317
384	1633	2312
385	1637	2308
386	1642	2304
387	1647	2302
388	1652	2298
389	1658	2296
390	1663	2293
391	1667	2288
392	1671	2284
393	1676	2281
394	1681	2277
395	1687	2275
396	1691	2271
397	1695	2266
398	1699	2262
399	1703	2257
400	1707	2252
401	1711	2247
402	1715	2243
403	1718	2237
404	1722	2233
405	1727	2229
406	1732	2225
407	1736	2221
408	1741	2217
409	1745	2213
410	1751	2211
411	1757	2209
412	1761	2205
413	1765	2200
414	1769	2196
415	1774	2192
416	1777	2187
417	1781	2182
418	1785	2177
419	1790	2174
420	1795	2170
421	1799	2166
422	1803	2162
423	1808	2157
424	1811	2152
425	1816	2148
426	1821	2145
427	1825	2141
428	1830	2137
429	1834	2133
430	1840	2131
431	1845	2127
432	1851	2124
433	1854	2119
434	1859	2115
435	1864	2112
436	1868	2107
437	1871	2102
438	1875	2097
439	1878	2091
440	1881	2086
441	1885	2081
442	1888	2076
443	1892	2071
444	1896	2066
445	1900	2062
446	1905	2058
447	1909	2054
448	1913	2049
449	1917	2044
450	1920	2040
451	1927	2038
452	1938	2041
453	1946	2041
454	1950	2036
455	1954	2031
456	1958	2027
457	1962	2022
458	1967	2018
459	1970	2013
460	1974	2008
461	1977	2003
462	1981	1998
463	1984	1993
464	1988	1988
465	1991	1983
466	1995	1978
467	1998	1973
468	2002	1968
469	2006	1963
470	2010	1958
471	2014	1954
472	2018	1950
473	2023	1946
474	2029	1943
475	2034	1940
476	2040	1937
477	2044	1933
478	2048	1928
479	2052	1924
480	2056	1919
481	2060	1915
482	2064	1910
483	2067	1905
484	2071	1900
485	2075	1896
486	2079	1891
487	2083	1886
488	2086	1881
489	2090	1876
490	2094	1872
491	2098	1867
492	2101	1863
493	2106	1859
494	2110	1854
495	2115	1851
496	2120	1847
497	2123	1842
498	2128	1838
499	2133	1834
500	2138	1830
501	2142	1826
502	2146	1822
503	2155	1821
504	2159	1817
505	2163	1813
506	2168	1808
507	2172	1804
508	2176	1800
509	2180	1795
510	2184	1791
511	2188	1786
512	2191	1781
513	2195	1777
514	2199	1772
515	2203	1767
516	2206	1762
517	2211	1758
518	2215	1754
519	2219	1749
520	2222	1745
521	2226	1740
522	2230	1735
523	2234	1731
524	2238	1726
525	2243	1723
526	2247	1718
527	2252	1714
528	2258	1712
529	2269	1712
530	2280	1713
531	2284	1709
532	2288	1704
533	2292	1699
534	2296	1695
535	2300	1690
536	2303	1685
537	2307	1681
538	2310	1676
539	2314	1671
540	2318	1666
541	2322	1662
542	2326	1657
543	2330	1653
544	2333	1648
545	2337	1643
546	2341	1639
547	2344	1634
548	2350	1631
549	2354	1626
550	2358	1622
551	2362	1617
552	2366	1613
