iter	Accuracy	MultiClass
0	0.4538409704	1.096276012
1	0.4471024259	1.094707267
2	0.4497978437	1.092657234
3	0.4450808625	1.091131004
4	0.4491239892	1.089240529
5	0.4484501348	1.087164716
6	0.4471024259	1.085556299
7	0.4477762803	1.08432533
8	0.4454177898	1.082875943
9	0.4430592992	1.081617372
10	0.4464285714	1.080060964
11	0.4477762803	1.078828049
12	0.4467654987	1.077725729
13	0.4481132075	1.076453409
14	0.4491239892	1.075097167
15	0.4481132075	1.073979155
16	0.448787062	1.072883977
17	0.4484501348	1.071830628
18	0.4477762803	1.070793146
19	0.4484501348	1.069995484
20	0.448787062	1.068867489
21	0.4481132075	1.06789057
22	0.4481132075	1.067004367
23	0.4481132075	1.066373028
24	0.4484501348	1.065307541
25	0.448787062	1.064511161
26	0.448787062	1.063570906
27	0.4477762803	1.062863733
28	0.4477762803	1.062291385
29	0.4474393531	1.061663442
30	0.4481132075	1.060898574
31	0.4474393531	1.059955434
32	0.4481132075	1.059333682
33	0.4481132075	1.058675843
34	0.4494609164	1.058053987
35	0.4494609164	1.057744568
36	0.4494609164	1.057407574
37	0.4511455526	1.056589633
38	0.4501347709	1.056186386
39	0.4501347709	1.05571826
40	0.4504716981	1.055337696
41	0.4508086253	1.054893315
42	0.4501347709	1.054459042
43	0.4508086253	1.053808971
44	0.4508086253	1.05336408
45	0.4508086253	1.053065432
46	0.4511455526	1.052569961
47	0.4504716981	1.052136163
48	0.451819407	1.051666143
49	0.4524932615	1.051178336
50	0.4528301887	1.050691929
51	0.4531671159	1.050375577
52	0.4535040431	1.049862599
53	0.4535040431	1.049344755
54	0.4531671159	1.049008848
55	0.4531671159	1.048710928
56	0.4535040431	1.048285889
57	0.4535040431	1.047868498
58	0.4531671159	1.047318486
59	0.4524932615	1.046863746
60	0.4528301887	1.046444731
61	0.4528301887	1.045996338
62	0.4528301887	1.045661647
63	0.4524932615	1.045280553
64	0.4528301887	1.044966068
65	0.4531671159	1.044565438
66	0.4531671159	1.044119368
67	0.4531671159	1.043593515
68	0.4524932615	1.043130172
69	0.4528301887	1.042822299
70	0.4531671159	1.042653058
71	0.4528301887	1.042337905
72	0.4531671159	1.04201342
73	0.4535040431	1.041859336
74	0.4531671159	1.041552798
75	0.4541778976	1.0413644
76	0.4538409704	1.040850264
77	0.4555256065	1.040430214
78	0.4555256065	1.040254835
79	0.4551886792	1.039992163
80	0.4551886792	1.039742741
81	0.4568733154	1.039153241
82	0.454851752	1.038644822
