iter	Passed	Remaining
0	4	4222
1	7	3414
2	10	3240
3	13	3037
4	17	3145
5	19	3041
6	22	2966
7	25	2925
8	28	2865
9	31	2902
10	34	2882
11	37	2887
12	41	2914
13	44	2931
14	48	2961
15	52	2970
16	55	2980
17	59	2998
18	62	2992
19	65	2999
20	69	3012
21	73	3018
22	76	3014
23	79	3016
24	83	3019
25	86	3005
26	90	3038
27	94	3045
28	98	3061
29	101	3058
30	105	3066
31	109	3083
32	113	3080
33	116	3081
34	120	3083
35	124	3102
36	129	3130
37	133	3140
38	137	3149
39	141	3155
40	145	3158
41	150	3181
42	153	3167
43	157	3177
44	161	3182
45	166	3194
46	169	3193
47	173	3186
48	177	3194
49	181	3190
50	184	3188
51	189	3196
52	193	3199
53	197	3197
54	201	3200
55	205	3199
56	209	3211
57	213	3203
58	216	3201
59	220	3201
60	225	3205
61	228	3201
62	232	3201
63	236	3196
64	239	3187
65	243	3185
66	246	3180
67	251	3185
68	256	3194
69	259	3193
70	265	3207
71	268	3200
72	272	3196
73	275	3188
74	281	3207
75	286	3217
76	291	3225
77	295	3224
78	299	3227
79	303	3227
80	307	3224
81	311	3224
82	315	3215
83	318	3207
84	322	3207
85	326	3200
86	329	3191
87	332	3184
88	336	3177
89	339	3172
90	343	3167
91	347	3164
92	351	3162
93	355	3158
94	358	3150
95	362	3147
96	365	3141
97	369	3132
98	374	3140
99	377	3135
100	381	3130
101	385	3130
102	389	3127
103	393	3122
104	396	3116
105	400	3111
106	404	3110
107	408	3106
108	413	3111
109	416	3103
110	420	3104
111	425	3105
112	428	3101
113	432	3098
114	436	3090
115	440	3090
116	453	3147
117	462	3185
118	468	3193
119	472	3190
120	476	3187
121	480	3179
122	483	3174
123	488	3172
124	492	3168
125	495	3161
126	499	3159
127	502	3150
128	506	3143
129	509	3134
130	512	3126
131	516	3120
132	520	3118
133	523	3111
134	527	3103
135	530	3097
136	533	3089
137	538	3088
138	541	3083
139	546	3081
140	549	3076
141	553	3069
142	556	3061
143	559	3055
144	563	3051
145	567	3047
146	571	3041
147	574	3036
148	579	3037
149	583	3033
150	586	3025
151	590	3022
152	594	3016
153	597	3010
154	601	3006
155	604	3000
156	609	2998
157	612	2992
158	616	2987
159	619	2982
160	624	2981
161	627	2976
162	631	2972
163	635	2968
164	639	2964
165	642	2958
166	645	2951
167	649	2945
168	652	2939
169	655	2932
170	659	2926
171	662	2921
172	666	2917
173	670	2913
174	674	2908
175	678	2905
176	681	2899
177	684	2893
178	688	2887
179	692	2884
180	696	2881
181	699	2876
182	703	2872
183	707	2869
184	712	2867
185	718	2872
186	724	2877
187	728	2876
188	734	2879
189	742	2890
190	748	2895
191	754	2899
192	758	2898
193	764	2900
194	769	2898
195	774	2898
196	779	2899
197	783	2895
198	786	2889
199	790	2884
200	793	2878
201	797	2875
202	801	2871
203	807	2872
204	811	2869
205	815	2865
206	820	2864
207	824	2862
208	829	2861
209	833	2858
210	837	2853
211	841	2849
212	844	2843
213	849	2842
214	853	2837
215	856	2832
216	860	2828
217	864	2823
218	868	2819
219	872	2814
220	877	2813
221	881	2810
222	884	2804
223	889	2804
224	895	2804
225	900	2806
226	904	2801
227	908	2796
228	911	2791
229	915	2785
230	918	2778
231	921	2771
232	924	2766
233	928	2761
234	931	2755
235	935	2749
236	939	2746
237	942	2740
238	945	2734
239	950	2731
240	954	2727
241	959	2726
242	963	2724
243	969	2726
244	973	2722
245	978	2720
246	982	2716
247	985	2711
248	989	2706
249	993	2701
250	997	2697
251	1001	2693
252	1004	2687
253	1007	2681
254	1011	2676
255	1015	2674
256	1019	2669
257	1023	2665
258	1026	2660
259	1032	2659
260	1036	2657
261	1047	2670
262	1057	2682
263	1065	2689
264	1070	2687
265	1076	2685
266	1080	2682
267	1085	2681
268	1089	2677
269	1093	2673
270	1097	2669
271	1102	2666
272	1105	2661
273	1109	2656
274	1113	2652
275	1117	2648
276	1122	2645
277	1126	2642
278	1131	2640
279	1135	2636
280	1140	2633
281	1144	2631
282	1149	2627
283	1154	2625
284	1159	2623
285	1164	2622
286	1169	2621
287	1173	2616
288	1177	2612
289	1181	2607
290	1185	2602
291	1189	2598
292	1193	2593
293	1196	2589
294	1201	2585
295	1204	2579
296	1208	2575
297	1212	2571
298	1215	2566
299	1220	2563
300	1224	2558
301	1228	2554
302	1232	2550
303	1236	2546
304	1240	2542
305	1244	2538
306	1249	2535
307	1255	2535
308	1259	2531
309	1263	2527
310	1267	2522
311	1271	2517
312	1274	2512
313	1278	2508
314	1283	2505
315	1286	2500
316	1290	2496
317	1294	2491
318	1299	2489
319	1304	2486
320	1308	2482
321	1313	2479
322	1317	2475
323	1322	2473
324	1326	2468
325	1330	2464
326	1333	2459
327	1337	2454
328	1341	2449
329	1345	2446
330	1350	2443
331	1355	2442
332	1359	2437
333	1363	2433
334	1367	2428
335	1372	2425
336	1376	2421
337	1380	2417
338	1384	2413
339	1388	2408
340	1391	2403
341	1395	2398
342	1398	2393
343	1401	2388
344	1405	2383
345	1410	2381
346	1415	2378
347	1419	2373
348	1423	2369
349	1428	2366
350	1435	2368
351	1445	2374
352	1456	2380
353	1460	2376
354	1464	2371
355	1468	2367
356	1472	2364
357	1476	2359
358	1481	2356
359	1485	2352
360	1489	2347
361	1493	2343
362	1497	2338
363	1501	2334
364	1505	2329
365	1508	2324
366	1512	2320
367	1519	2320
368	1524	2317
369	1529	2315
370	1535	2313
371	1539	2309
372	1544	2306
373	1550	2304
374	1555	2301
375	1558	2296
376	1562	2291
377	1566	2287
378	1570	2283
379	1574	2278
380	1577	2272
381	1581	2268
382	1585	2263
383	1588	2259
384	1592	2254
385	1596	2250
386	1600	2246
387	1604	2241
388	1608	2237
389	1612	2233
390	1616	2228
391	1619	2223
392	1624	2219
393	1628	2215
394	1633	2212
395	1636	2207
396	1640	2202
397	1644	2197
398	1649	2194
399	1653	2190
400	1657	2186
401	1661	2181
402	1664	2176
403	1668	2172
404	1673	2169
405	1681	2170
406	1687	2168
407	1693	2166
408	1699	2164
409	1705	2162
410	1710	2159
411	1714	2155
412	1718	2151
413	1722	2147
414	1729	2146
415	1734	2143
416	1738	2139
417	1743	2135
418	1748	2131
419	1753	2128
420	1757	2125
421	1762	2121
422	1766	2116
423	1770	2112
424	1773	2107
425	1778	2103
426	1782	2099
427	1786	2095
428	1790	2090
429	1793	2085
430	1798	2082
431	1802	2078
432	1806	2074
433	1813	2072
434	1818	2068
435	1823	2066
436	1828	2062
437	1832	2058
438	1835	2053
439	1839	2048
440	1844	2045
441	1849	2041
442	1853	2037
443	1857	2033
444	1861	2028
445	1865	2024
446	1869	2020
447	1873	2015
448	1877	2011
449	1881	2006
450	1885	2002
451	1890	1999
452	1895	1996
453	1900	1992
454	1904	1988
455	1910	1985
456	1914	1981
457	1918	1977
458	1922	1973
459	1926	1968
460	1930	1964
461	1934	1960
462	1939	1955
463	1944	1952
464	1948	1948
465	1952	1943
466	1956	1939
467	1966	1940
468	1972	1938
469	1978	1936
470	1986	1935
471	1990	1931
472	1993	1926
473	1997	1921
474	2002	1918
475	2006	1914
476	2010	1909
477	2014	1904
478	2018	1900
479	2022	1895
480	2025	1891
481	2029	1886
482	2033	1881
483	2037	1877
484	2041	1872
485	2044	1868
486	2048	1863
487	2052	1859
488	2056	1854
489	2059	1849
490	2064	1845
491	2068	1841
492	2072	1836
493	2075	1831
494	2079	1827
495	2083	1822
496	2086	1818
497	2090	1813
498	2096	1810
499	2101	1807
500	2105	1803
501	2110	1799
502	2114	1795
503	2119	1791
504	2123	1786
505	2127	1782
506	2131	1778
507	2136	1774
508	2140	1770
509	2144	1765
510	2150	1763
511	2155	1759
512	2159	1755
513	2163	1751
514	2167	1746
515	2171	1742
516	2174	1737
517	2178	1732
518	2182	1728
519	2186	1723
520	2190	1719
521	2196	1716
522	2200	1712
523	2204	1708
524	2208	1703
525	2212	1699
526	2216	1695
527	2221	1691
528	2225	1687
529	2229	1682
530	2232	1677
531	2236	1673
532	2241	1669
533	2246	1666
534	2252	1662
535	2257	1659
536	2262	1655
537	2267	1652
538	2275	1650
539	2280	1646
540	2284	1642
541	2288	1638
542	2292	1634
543	2296	1629
544	2300	1624
545	2304	1620
546	2307	1615
547	2311	1611
548	2314	1606
549	2318	1601
550	2321	1596
551	2325	1592
552	2329	1587
553	2332	1583
554	2336	1578
555	2341	1574
556	2344	1570
557	2348	1565
558	2352	1561
559	2356	1557
560	2361	1553
561	2365	1548
562	2368	1544
563	2372	1539
564	2377	1535
565	2380	1531
566	2384	1526
567	2394	1525
568	2404	1525
569	2412	1523
570	2416	1518
571	2419	1514
572	2424	1510
573	2427	1505
574	2431	1500
575	2434	1496
576	2439	1492
577	2442	1487
578	2446	1482
579	2450	1478
580	2453	1474
581	2457	1469
582	2461	1464
583	2465	1460
584	2469	1456
585	2474	1452
586	2479	1448
587	2484	1445
588	2489	1441
589	2493	1437
590	2498	1433
591	2502	1428
592	2506	1424
593	2510	1420
594	2514	1415
595	2518	1411
596	2521	1406
597	2525	1401
598	2529	1397
599	2533	1393
600	2537	1389
601	2541	1384
602	2545	1380
603	2548	1375
604	2553	1371
605	2556	1367
606	2560	1362
607	2564	1358
608	2567	1353
609	2572	1349
610	2575	1344
611	2579	1340
612	2583	1336
613	2587	1331
614	2591	1327
615	2595	1323
616	2599	1318
617	2604	1314
618	2611	1311
619	2616	1308
620	2620	1303
621	2624	1299
622	2627	1294
623	2631	1290
624	2635	1286
625	2639	1281
626	2644	1277
627	2647	1273
628	2651	1268
629	2654	1264
630	2657	1259
631	2661	1254
632	2666	1250
633	2670	1246
634	2676	1243
635	2679	1238
636	2684	1234
637	2687	1230
638	2691	1225
639	2696	1221
640	2699	1217
641	2704	1213
642	2708	1208
643	2712	1204
644	2716	1200
645	2720	1196
646	2726	1192
647	2730	1188
