iter	Accuracy	MultiClass
0	0.4599056604	1.096063474
1	0.4568733154	1.094308455
2	0.451819407	1.0926514
3	0.448787062	1.09089218
4	0.4471024259	1.089062625
5	0.4474393531	1.08710493
6	0.4484501348	1.085240478
7	0.4484501348	1.08384904
8	0.4541778976	1.082014104
9	0.4508086253	1.080850931
10	0.4514824798	1.079247403
11	0.4508086253	1.077993598
12	0.4501347709	1.076831138
13	0.4501347709	1.075559877
14	0.4501347709	1.074238129
15	0.4511455526	1.073322385
16	0.4497978437	1.072266539
17	0.4524932615	1.070862548
18	0.4521563342	1.070009362
19	0.4528301887	1.068950453
20	0.451819407	1.068103867
21	0.4521563342	1.067124927
22	0.4514824798	1.066431412
23	0.4514824798	1.065618536
24	0.4524932615	1.064800082
25	0.4524932615	1.064239969
26	0.4521563342	1.063362198
27	0.4514824798	1.062612884
28	0.451819407	1.062005041
29	0.451819407	1.061388817
30	0.4514824798	1.060689218
31	0.4514824798	1.060202322
32	0.451819407	1.059683893
33	0.4521563342	1.058950017
34	0.4528301887	1.058339908
35	0.4521563342	1.057758572
36	0.4521563342	1.057175004
37	0.4514824798	1.056492654
38	0.451819407	1.056039936
39	0.4521563342	1.055378187
40	0.4524932615	1.055034204
41	0.4528301887	1.054625361
42	0.4521563342	1.0539173
43	0.4531671159	1.053133275
44	0.4531671159	1.052612203
45	0.4531671159	1.052266956
46	0.4531671159	1.051728817
47	0.4521563342	1.051273639
48	0.4528301887	1.050639267
49	0.451819407	1.050130379
50	0.4514824798	1.049718867
51	0.451819407	1.049352453
52	0.4521563342	1.049018754
53	0.4521563342	1.048585838
54	0.4521563342	1.048067232
55	0.4524932615	1.047729572
56	0.4528301887	1.047252429
57	0.4531671159	1.046816404
58	0.4524932615	1.046346212
59	0.4528301887	1.045835492
60	0.4528301887	1.045347507
61	0.4531671159	1.044961423
62	0.4531671159	1.044701257
63	0.4538409704	1.044365314
64	0.4535040431	1.043965065
65	0.4535040431	1.043631104
66	0.4535040431	1.043308978
67	0.4538409704	1.042898647
68	0.4538409704	1.042231273
69	0.4535040431	1.041832801
70	0.4535040431	1.041659203
71	0.4541778976	1.041255549
72	0.454851752	1.040950741
73	0.4541778976	1.040814403
74	0.4545148248	1.040559175
75	0.4541778976	1.040297822
76	0.4541778976	1.039942559
77	0.4545148248	1.039647063
78	0.4541778976	1.039496273
79	0.454851752	1.039055243
80	0.4555256065	1.038907298
81	0.457884097	1.038259383
82	0.457884097	1.038082587
83	0.457884097	1.037735314
84	0.4582210243	1.037325572
85	0.4582210243	1.036951655
86	0.4582210243	1.036591531
87	0.4592318059	1.03618819
88	0.4588948787	1.035833094
89	0.4592318059	1.035554939
90	0.4592318059	1.035218304
91	0.4605795148	1.034853205
92	0.460916442	1.034502797
93	0.460916442	1.034044529
94	0.4615902965	1.033821033
95	0.4605795148	1.033590935
96	0.4605795148	1.033294221
97	0.4612533693	1.032946216
98	0.4615902965	1.032701159
99	0.4626010782	1.032452245
100	0.4626010782	1.03213486
101	0.4619272237	1.031687606
102	0.4622641509	1.031258262
103	0.4636118598	1.0307468
104	0.4639487871	1.030614684
105	0.4656334232	1.030253017
106	0.465296496	1.03006086
107	0.4666442049	1.02984233
108	0.465296496	1.029704084
109	0.4673180593	1.029327117
110	0.468328841	1.029088575
111	0.4693396226	1.02876547
112	0.468328841	1.02859894
113	0.4700134771	1.028287854
114	0.4693396226	1.028112307
115	0.4700134771	1.027903694
116	0.4706873315	1.027452499
117	0.4723719677	1.027106656
118	0.4723719677	1.027000287
119	0.4730458221	1.026641319
120	0.4723719677	1.026404017
121	0.4727088949	1.026205204
122	0.4727088949	1.025801187
