iter	Accuracy	MultiClass
0	0.456147541	1.096474053
1	0.4581967213	1.094557554
2	0.4528688525	1.093010454
3	0.4573770492	1.090998426
4	0.456557377	1.089171181
5	0.4573770492	1.087638167
6	0.4577868852	1.085881106
7	0.456557377	1.084284745
8	0.456557377	1.082708148
9	0.4540983607	1.081081487
10	0.4536885246	1.079747474
11	0.4524590164	1.07840813
12	0.4569672131	1.077088992
13	0.456557377	1.075811572
14	0.456147541	1.074791519
15	0.4573770492	1.073558477
16	0.4573770492	1.072091304
17	0.4586065574	1.070966012
18	0.4581967213	1.069837945
19	0.4581967213	1.068928027
20	0.4577868852	1.067908816
21	0.4581967213	1.066974546
22	0.4581967213	1.066162379
23	0.4581967213	1.065080327
24	0.4581967213	1.06425247
25	0.4581967213	1.06349207
26	0.4577868852	1.062621583
27	0.4577868852	1.061854785
28	0.4581967213	1.060993955
29	0.4573770492	1.060013501
30	0.4577868852	1.05925517
31	0.4577868852	1.058376556
32	0.4573770492	1.057604726
33	0.4581967213	1.057098346
34	0.4577868852	1.056426134
35	0.4577868852	1.05581693
36	0.4573770492	1.0551694
37	0.4577868852	1.054743752
38	0.4581967213	1.05419799
39	0.4581967213	1.053699437
40	0.4581967213	1.053149073
41	0.4581967213	1.052530571
42	0.4577868852	1.051879312
43	0.4573770492	1.051208454
44	0.4573770492	1.050760506
45	0.4573770492	1.050189112
46	0.4573770492	1.049641096
47	0.4573770492	1.049089551
48	0.4573770492	1.048720886
49	0.4577868852	1.04825629
50	0.4569672131	1.047742083
51	0.4569672131	1.047315837
52	0.4569672131	1.046914361
53	0.4569672131	1.04657322
54	0.4569672131	1.046180283
55	0.4569672131	1.045621695
56	0.4569672131	1.044966201
57	0.4573770492	1.044588823
58	0.4577868852	1.044223092
59	0.4577868852	1.043579123
60	0.4577868852	1.043193532
61	0.4577868852	1.042730551
62	0.4577868852	1.042384752
63	0.4577868852	1.041843957
64	0.4577868852	1.041366785
65	0.4581967213	1.040896694
66	0.4581967213	1.040348451
67	0.4581967213	1.039881091
68	0.4581967213	1.039386399
69	0.4581967213	1.038819036
70	0.4586065574	1.03842968
71	0.4586065574	1.038026213
72	0.4586065574	1.037802549
73	0.4590163934	1.037242953
74	0.4594262295	1.036809852
75	0.4594262295	1.036424725
76	0.4594262295	1.036154239
77	0.4590163934	1.035892252
78	0.4598360656	1.035363885
79	0.4594262295	1.034947264
80	0.4594262295	1.03462768
81	0.4594262295	1.034194083
82	0.4594262295	1.033883826
83	0.4598360656	1.033687361
84	0.4606557377	1.033039943
85	0.4602459016	1.032617254
86	0.4606557377	1.032350743
87	0.4606557377	1.03195813
88	0.4610655738	1.031716931
89	0.4606557377	1.031352236
90	0.4610655738	1.030967254
91	0.4610655738	1.030572443
92	0.4614754098	1.030158147
93	0.462295082	1.029830156
94	0.4614754098	1.029389751
95	0.4631147541	1.028941505
96	0.462704918	1.028630643
97	0.462704918	1.028197945
98	0.462295082	1.027793815
99	0.462295082	1.027327548
100	0.462704918	1.026723855
101	0.4643442623	1.026421757
102	0.4659836066	1.025944657
103	0.4655737705	1.025759969
104	0.4651639344	1.025342229
105	0.4651639344	1.024960564
106	0.4655737705	1.024672828
107	0.4651639344	1.024517017
108	0.4659836066	1.023910712
109	0.4659836066	1.023580044
110	0.4659836066	1.022979566
111	0.4663934426	1.022729745
112	0.4676229508	1.02240796
113	0.4672131148	1.022097204
114	0.4672131148	1.021875857
115	0.4668032787	1.02155245
116	0.4680327869	1.021173433
117	0.4692622951	1.020968057
118	0.468442623	1.020623627
119	0.468852459	1.020087717
120	0.4704918033	1.019683839
121	0.4696721311	1.019389718
122	0.4696721311	1.019258815
123	0.4696721311	1.018858448
124	0.4700819672	1.018584103
125	0.4709016393	1.018215045
126	0.4713114754	1.01791769
127	0.4725409836	1.017592741
128	0.4741803279	1.017211252
129	0.4737704918	1.016983196
130	0.4737704918	1.016731673
131	0.475	1.016314183
132	0.4766393443	1.015781483
133	0.4790983607	1.015592121
134	0.4786885246	1.015021053
135	0.4795081967	1.014542647
136	0.4790983607	1.014397073
137	0.4786885246	1.013852448
138	0.4795081967	1.013436018
139	0.4790983607	1.013158931
140	0.4807377049	1.012699173
141	0.4803278689	1.012465196
142	0.4807377049	1.012084679
143	0.481557377	1.011686959
144	0.4807377049	1.011305277
145	0.481557377	1.01088585
