iter	Passed	Remaining
0	4	4258
1	8	3772
2	11	3593
3	15	3509
4	18	3453
5	22	3422
6	25	3407
7	29	3350
8	32	3297
9	35	3307
10	39	3311
11	42	3281
12	46	3278
13	50	3317
14	55	3397
15	60	3459
16	66	3548
17	70	3558
18	74	3584
19	78	3575
20	83	3623
21	87	3605
22	91	3594
23	94	3581
24	99	3619
25	103	3601
26	108	3623
27	112	3621
28	117	3636
29	121	3631
30	124	3619
31	128	3608
32	132	3606
33	136	3600
34	140	3589
35	145	3615
36	150	3621
37	153	3602
38	157	3590
39	160	3561
40	163	3542
41	166	3524
42	169	3504
43	173	3487
44	176	3472
45	179	3458
46	183	3438
47	186	3424
48	189	3405
49	192	3392
50	196	3381
51	199	3368
52	202	3350
53	205	3328
54	208	3311
55	211	3293
56	214	3287
57	218	3279
58	221	3273
59	224	3259
60	228	3255
61	232	3258
62	236	3258
63	240	3253
64	244	3248
65	247	3244
66	251	3239
67	255	3238
68	258	3231
69	262	3224
70	266	3222
71	269	3210
72	273	3207
73	276	3200
74	279	3191
75	283	3187
76	287	3186
77	290	3177
78	294	3172
79	299	3178
80	303	3178
81	307	3178
82	311	3175
83	315	3173
84	318	3171
85	323	3172
86	327	3172
87	331	3168
88	334	3162
89	337	3152
90	341	3152
91	345	3146
92	349	3141
93	352	3134
94	356	3129
95	359	3121
96	362	3109
97	365	3104
98	369	3100
99	373	3102
100	378	3108
101	383	3111
102	386	3105
103	390	3099
104	394	3096
105	397	3092
106	401	3087
107	405	3085
108	408	3079
109	412	3075
110	417	3078
111	420	3074
112	424	3067
113	427	3063
114	431	3059
115	435	3053
116	438	3045
117	441	3039
118	444	3032
119	449	3033
120	453	3031
121	457	3029
122	460	3023
123	464	3019
124	469	3020
125	473	3020
126	477	3020
127	482	3020
128	487	3024
129	490	3020
130	496	3025
131	499	3021
132	504	3020
133	508	3019
134	513	3023
135	517	3022
136	522	3021
137	526	3020
138	530	3016
139	533	3009
140	537	3005
141	541	3003
142	546	3005
143	557	3040
144	567	3071
145	572	3071
146	575	3067
147	580	3064
148	583	3059
149	588	3060
150	592	3056
151	596	3053
152	600	3047
153	603	3041
154	607	3036
155	611	3031
156	614	3026
157	621	3036
158	626	3037
159	631	3039
160	636	3040
161	641	3042
162	648	3051
163	653	3054
164	660	3061
165	666	3068
166	672	3071
167	677	3073
168	683	3076
169	688	3078
170	695	3086
171	703	3100
172	710	3108
173	717	3117
174	723	3122
175	728	3121
176	733	3122
177	739	3122
178	743	3120
179	748	3116
180	752	3112
181	755	3104
182	760	3104
183	764	3099
184	768	3095
185	773	3092
186	777	3088
187	780	3081
188	785	3078
189	788	3072
190	792	3064
191	795	3058
192	799	3052
193	802	3046
194	806	3040
195	811	3038
196	815	3033
197	818	3027
198	822	3022
199	827	3021
200	833	3023
201	837	3019
202	841	3014
203	846	3011
204	850	3006
205	853	3000
206	857	2996
207	861	2989
208	864	2983
209	868	2977
210	873	2975
211	877	2972
212	881	2968
213	885	2963
214	889	2959
215	894	2955
216	897	2949
217	901	2945
218	905	2938
219	909	2934
220	913	2929
221	916	2923
222	922	2924
223	926	2920
224	933	2924
225	938	2922
226	943	2923
227	949	2924
228	954	2922
229	959	2919
230	964	2918
231	968	2914
